,Country,City,Lat,Lang,Temp,Cloud,Wind speed,Humidity,Date
369,TH,Seka,17.93,103.96,25.72,8,1.99,68,1586371478
370,RU,Alekseyevka,50.63,38.69,9.01,64,4.61,66,1586371479
371,RU,Tiksi,71.69,128.87,-16.72,42,2.15,90,1586371341
372,AU,Yeppoon,-23.13,150.73,21.0,37,4.6,77,1586371481
373,PE,Pucallpa,-8.38,-74.55,2.0,75,3.6,100,1586371482
374,BR,Rio Grande,-32.03,-52.1,23.0,75,7.2,40,1586371484
375,NC,Poum,-20.23,164.02,26.08,21,7.14,77,1586371485
376,RU,Kamenka,51.32,42.77,7.71,77,4.22,82,1586371486
377,NG,Ankpa,7.37,7.63,29.47,35,2.32,57,1586371487
378,RU,Sivaki,52.63,126.75,-2.1,0,2.71,92,1586371488
379,US,Makakilo City,21.35,-158.09,24.0,75,1.5,83,1586371489
380,TH,Mae Sai,20.43,99.88,23.33,30,1.0,69,1586371491
381,BR,São Miguel do Araguaia,-13.28,-50.16,30.4,55,1.27,63,1586371492
382,PE,Pisco,-13.7,-76.22,23.89,8,3.1,30,1586371493
383,ID,Labuhan,-6.88,112.21,25.19,100,2.13,86,1586371494
384,BO,Riberalta,-10.98,-66.1,28.0,75,4.1,74,1586371495
385,TH,Phrae,18.08,100.0,30.56,20,1.51,49,1586371496
386,PF,Vaitape,-16.52,-151.75,28.52,70,6.4,75,1586371497
387,CA,Inuvik,68.35,-133.72,-9.0,5,3.1,52,1586371499
388,RU,Udachny,66.42,112.4,2.0,96,5.0,43,1586371500
389,MX,Ixtapa,20.7,-105.2,31.0,75,1.5,70,1586371501
390,FO,Vestmanna,62.16,-7.17,5.0,9,6.2,65,1586371502
391,MX,Acapulco de Juárez,16.86,-99.89,30.0,40,2.6,48,1586371467
392,CN,Jining,35.41,116.58,10.82,90,4.54,69,1586371504
393,AU,Byron Bay,-28.65,153.62,20.0,75,4.1,77,1586371318
394,CD,Businga,3.33,20.88,25.76,81,1.13,70,1586371507
395,RU,Tot'ma,59.97,42.76,0.58,82,2.51,90,1586371508
396,AR,San Fernando del Valle de Catamarca,-28.47,-65.79,22.22,9,1.79,65,1586371509
397,US,Weiser,44.25,-116.97,17.0,1,2.65,33,1586371510
398,PK,Ormara,25.21,64.64,25.44,0,3.55,69,1586371479
399,PE,Iquitos,-3.75,-73.25,6.0,75,1.5,100,1586371220
400,PT,Praia da Vitória,38.73,-27.07,21.0,20,6.04,64,1586371299
401,PE,Pangoa,-12.12,-73.0,24.03,97,1.57,68,1586371514
402,IS,Olafsvik,64.89,-23.71,0.59,13,1.52,86,1586371373
403,CO,Santa Marta,11.24,-74.2,34.0,40,2.1,59,1586371442
404,IR,Hamadan,34.8,48.51,9.15,100,4.49,42,1586371518
405,MX,Nuevo Progreso,23.17,-97.95,31.67,49,1.34,64,1586371519
406,IT,Laas,46.62,10.7,20.0,55,3.6,20,1586371520
407,MU,Quatre Cocos,-20.21,57.76,27.0,40,4.6,78,1586371521
408,NO,Nesbyen,60.57,9.1,1.67,32,2.68,68,1586371522
409,BR,Iporá,-16.44,-51.12,27.08,64,1.92,63,1586371524
410,NA,Lüderitz,-26.65,15.16,16.0,0,4.1,82,1586371316
411,GY,Bartica,6.4,-58.62,31.0,75,6.2,62,1586371526
412,SB,Buala,-8.14,159.59,27.23,5,1.69,77,1586371302
413,OM,Sur,22.57,59.53,27.92,0,2.48,46,1586371528
414,CA,Port Hawkesbury,45.62,-61.35,5.0,75,3.1,35,1586371246
415,BR,Cabedelo,-6.98,-34.83,31.0,20,5.7,62,1586371531
416,UZ,Yangi Marg`ilon,40.43,71.72,4.0,90,8.2,80,1586371532
417,RU,Cherskiy,68.75,161.3,-18.92,98,6.73,89,1586371533
418,IT,Valle d'Aosta,45.77,7.42,19.0,0,3.1,31,1586371534
419,AR,Rafaela,-31.25,-61.49,25.56,17,1.34,32,1586371535
420,IL,Kiryat Gat,31.61,34.76,17.22,20,1.5,63,1586371537
421,MX,Cocorit,27.58,-109.97,29.0,40,3.1,28,1586371538
422,IN,Marhaura,25.97,84.87,23.0,40,2.43,56,1586371539
423,BR,Jardim,-21.48,-56.14,27.99,1,2.32,34,1586371540
424,IR,Khāsh,28.22,61.22,21.55,32,1.13,19,1586371541
425,CO,Puerto Carreño,6.19,-67.49,37.0,20,1.5,35,1586371322
426,RU,Arman',59.7,150.17,-8.22,50,1.0,90,1586371543
427,NU,Alofi,-19.06,-169.92,28.0,96,4.1,83,1586371315
428,CA,Vanderhoof,54.02,-124.02,1.85,76,0.98,64,1586371546
429,PG,Kieta,-6.22,155.63,26.47,27,1.11,79,1586371547
430,KY,Bodden Town,19.28,-81.25,30.0,75,2.6,74,1586371548
431,BR,Vila Velha,-20.33,-40.29,23.0,90,6.7,94,1586371409
432,PH,Latung,5.5,120.88,27.57,23,3.49,69,1586371550
433,TR,Viranşehir,37.24,39.76,10.88,54,4.1,68,1586371552
434,PF,Tautira,-17.73,-149.15,29.0,52,2.1,66,1586371553
435,MX,Celestún,20.87,-90.4,30.42,27,2.87,51,1586371554
436,PT,Vila Nova de Milfontes,37.72,-8.78,16.67,98,0.89,83,1586371405
437,MX,Choix,26.71,-108.32,32.31,96,1.66,22,1586371556
438,VU,Lakatoro,-16.1,167.42,26.56,8,1.61,81,1586371557
439,RU,Sovetskaya Gavan',48.97,140.29,-1.7,100,3.21,93,1586371558
440,ZA,Vryburg,-26.96,24.73,18.13,0,2.31,21,1586371560
441,CO,Puerto Colombia,10.99,-74.95,32.0,40,8.2,62,1586371442
442,CO,San Andrés,12.58,-81.7,32.0,40,5.7,62,1586371562
443,RU,Amazar,53.86,120.88,-4.62,0,1.42,89,1586371563
444,US,Rincon,32.3,-81.24,28.0,90,6.7,65,1586371564
445,NP,Jumla,29.27,82.18,5.41,39,1.2,27,1586371565
446,PH,Osmeña,10.52,119.93,26.45,100,2.54,82,1586371566
447,US,Port Huron,42.97,-82.42,20.56,1,4.1,58,1586371568
448,CN,Huilong,31.81,121.66,12.78,90,4.58,81,1586371569
449,IN,Ettaiyapuram,9.14,77.99,30.47,58,0.5,59,1586371570
450,UG,Mpigi,0.23,32.31,24.0,64,2.6,83,1586371571
451,CA,Murdochville,48.96,-65.5,-2.36,17,3.69,79,1586371572
452,RU,Kyra,49.58,111.98,-2.34,20,0.62,56,1586371573
453,PH,Pagudpud,18.56,120.79,24.0,75,1.0,83,1586371575
454,VE,Calabozo,8.92,-67.43,37.89,76,2.94,31,1586371576
455,SD,Wagar,16.15,36.2,32.2,35,6.75,35,1586371577
456,US,Toppenish,46.38,-120.31,16.67,1,1.5,33,1586371578
457,US,Torrington,41.8,-73.12,13.33,75,2.6,58,1586371546
458,US,Westport,41.14,-73.36,17.0,90,2.1,71,1586371580
459,GB,Stromness,58.97,-3.3,8.0,17,5.7,61,1586371582
460,PL,Malbork,54.04,19.03,14.44,46,2.6,53,1586371583
461,US,Nānākuli,21.39,-158.15,24.0,75,1.5,83,1586371584
462,US,Duluth,46.78,-92.11,11.0,40,6.7,25,1586371545
463,BD,Teknāf,20.86,92.31,25.04,71,1.04,88,1586371586
464,JP,Tateyama,34.98,139.87,13.0,0,4.1,76,1586371587
465,MX,Navolato,24.77,-107.69,30.0,90,3.94,48,1586371589
466,AR,Necochea,-38.55,-58.74,18.89,0,2.68,64,1586371540
467,CU,Moa,20.66,-74.94,30.87,1,3.82,46,1586371591
468,ID,Padang,-0.95,100.35,25.81,100,1.27,75,1586371592
469,GB,Ayr,55.46,-4.63,12.0,75,1.0,71,1586371593
470,RU,Begunitsy,59.59,29.32,8.0,49,2.0,33,1586371595
471,US,Grafton,42.21,-71.69,13.89,75,3.1,53,1586371596
472,RU,Livenka,50.45,38.3,9.18,67,4.66,64,1586371597
473,BS,Dunmore Town,25.5,-76.65,24.51,4,4.8,80,1586371598
474,RU,Yeniseysk,58.45,92.17,1.88,100,2.42,84,1586371599
475,MV,Malé,4.17,73.51,30.0,20,2.6,74,1586371600
476,ES,Cervo,43.67,-7.41,16.11,100,1.85,1,1586371602
477,MX,Chihuahua,28.5,-106.0,23.0,75,2.1,20,1586371603
478,GB,Hastings,50.86,0.57,18.33,19,6.7,76,1586371604
479,CD,Luebo,-5.35,21.42,23.6,74,0.09,75,1586371605
480,IS,Hofn,64.25,-15.21,3.0,75,5.1,55,1586371606
481,CA,Chilliwack,49.17,-121.94,12.78,40,1.5,57,1586371430
482,AR,Rawson,-43.3,-65.1,23.72,0,9.15,20,1586371504
483,MX,Guerrero Negro,27.98,-114.06,19.53,41,3.68,51,1586371610
484,RU,Borogontsy,62.67,131.17,-2.42,95,1.95,97,1586371611
485,RU,Labytnangi,66.66,66.42,-7.79,100,5.09,93,1586371385
486,JP,Muroto-misakicho,33.28,134.15,12.17,12,3.51,55,1586371613
487,ID,Tual,-5.67,132.75,28.68,85,2.64,72,1586371614
488,DO,La Romana,18.43,-68.97,27.0,75,4.1,88,1586371616
489,TG,Atakpamé,7.53,1.13,29.18,71,1.78,58,1586371617
490,BD,Mathbaria,22.29,89.96,26.31,10,4.53,83,1586371618
491,PT,Lata,40.16,-8.33,18.33,40,2.6,82,1586371341
492,ET,Āgaro,7.85,36.65,20.78,67,0.95,36,1586371620
493,BR,Touros,-5.2,-35.46,31.0,40,5.1,66,1586371388
494,SA,Riyadh,24.69,46.72,34.0,75,1.5,21,1586371453
495,CD,Kongolo,-5.38,27.0,23.31,96,0.26,77,1586371624
496,IN,Jodhpur,26.29,73.03,28.41,0,4.57,16,1586371625
497,AU,Gold Coast,-28.0,153.43,21.11,75,4.1,77,1586371490
498,AO,Luanda,-8.84,13.23,28.0,40,7.2,78,1586371415
499,RU,Borovoy,55.43,86.08,1.0,99,4.0,59,1586371628
500,CN,Kashgar,39.45,75.98,17.0,77,5.0,16,1586371629
501,GL,Maniitsoq,65.42,-52.9,-2.45,97,2.73,86,1586371630
502,VN,Ha Tinh,18.33,105.9,22.1,57,2.12,88,1586371631
503,BT,Mongar,27.27,91.24,11.91,30,1.95,27,1586371633
504,US,Rexburg,43.83,-111.79,13.33,1,1.5,40,1586371591
505,RU,Ubinskoye,55.31,79.68,-2.51,28,5.66,93,1586371635
506,MR,Adrar,20.5,-10.07,34.94,0,2.93,8,1586371636
507,IN,Shāhgarh,24.32,79.13,26.35,73,2.64,27,1586371637
508,AR,Comodoro Rivadavia,-45.87,-67.5,29.0,0,5.1,21,1586371639
509,KR,Seoul,37.57,126.98,7.0,1,1.5,42,1586371633
510,IN,Deori,21.45,82.62,29.44,43,2.63,25,1586371641
511,US,Monterey,36.25,-121.25,15.0,90,4.6,71,1586371465
512,PH,Bacolod City,10.67,122.95,25.44,4,3.1,73,1586371643
513,US,Venice,27.1,-82.45,31.67,1,4.6,69,1586371574
514,BF,Gourcy,13.22,-2.35,36.38,80,2.21,8,1586371645
515,RU,Turukhansk,65.82,87.98,0.68,100,6.47,89,1586371647
516,US,‘Āhuimanu,21.44,-157.84,24.0,90,1.5,69,1586371600
517,US,Artesia,33.87,-118.08,16.0,90,2.6,66,1586371649
518,MA,Marrakesh,31.63,-8.01,29.0,75,3.1,30,1586371379
519,CO,Mosquera,4.71,-74.23,19.0,90,4.1,55,1586371651
520,IR,Shādegān,30.65,48.66,28.0,1,3.78,48,1586371652
521,JP,Nishihara,26.18,127.76,18.0,75,2.6,72,1586371653
522,CO,Inírida,3.87,-67.92,30.04,95,0.23,79,1586371654
523,RU,Ushumun,52.78,126.53,-2.39,0,2.67,92,1586371656
524,RU,Uspenskoye,44.83,41.39,3.33,13,4.0,34,1586371657
525,ZM,Mongu,-15.25,23.13,22.0,35,1.74,52,1586371658
526,CN,Erenhot,43.65,111.98,2.16,3,6.05,42,1586371659
527,PH,Dingle,11.0,122.67,25.22,41,3.97,80,1586371660
528,CN,Zhangjiakou,40.81,114.88,3.84,89,3.21,50,1586371661
529,LY,Darnah,32.77,22.64,13.48,39,9.72,68,1586371663
530,NG,Lafiagi,8.87,5.42,35.64,22,1.9,32,1586371664
531,BR,Carutapera,-1.2,-46.02,26.63,100,3.92,87,1586371665
532,MX,Jocotepec,20.3,-103.43,31.11,20,5.1,14,1586371666
533,RU,Yar-Sale,66.83,70.83,-3.52,100,2.0,98,1586371667
534,BR,Conde,-7.26,-34.91,31.0,20,5.7,62,1586371668
535,BO,Charagua,-19.8,-63.22,25.04,87,2.46,34,1586371669
536,GA,Port-Gentil,-0.72,8.78,26.27,98,5.81,85,1586371670
537,VN,Bien Hoa,10.95,106.82,28.0,75,2.1,83,1586371516
538,DZ,Algiers,36.75,3.04,16.0,40,4.1,82,1586371673
539,ID,Banda Aceh,5.56,95.32,26.78,84,2.69,81,1586371674
540,ID,Lahat,-3.8,103.53,23.58,87,0.94,85,1586371675
541,US,Nixa,37.04,-93.29,31.0,1,1.5,35,1586371676
542,ID,Manokwari,-0.87,134.08,26.1,25,2.28,74,1586371677
543,CA,Haines Junction,60.75,-137.51,-5.57,100,1.21,86,1586371678
544,HU,Nyárlőrinc,46.86,19.88,15.0,0,1.36,28,1586371680
545,MA,Tiznit Province,29.58,-9.5,24.64,62,2.66,32,1586371681
546,TC,Cockburn Town,21.46,-71.14,25.01,6,4.34,69,1586371391
547,US,Russell,32.35,-85.2,28.33,90,2.1,74,1586371624
548,GB,Peterhead,57.51,-1.8,7.22,90,5.1,87,1586371684
